iter	Passed	Remaining
545	16490	13711
546	16520	13681
547	16551	13652
548	16588	13627
549	16617	13595
550	16642	13561
551	16672	13531
552	16705	13503
553	16733	13471
554	16765	13442
555	16791	13408
556	16819	13377
557	16847	13345
558	16881	13318
559	16909	13286
560	16935	13252
561	16965	13222
562	16991	13188
563	17018	13156
564	17046	13124
565	17076	13094
566	17105	13062
567	17136	13033
568	17166	13003
569	17193	12970
570	17218	12936
571	17245	12904
572	17273	12871
573	17297	12837
574	17323	12804
575	17348	12770
576	17373	12736
577	17402	12705
578	17428	12672
579	17455	12639
580	17485	12609
581	17519	12582
582	17543	12548
583	17572	12517
584	17600	12486
585	17623	12450
586	17650	12418
587	17681	12388
588	17712	12359
589	17745	12331
590	17779	12304
591	17808	12273
592	17835	12241
593	17863	12209
594	17886	12174
595	17916	12144
596	17938	12109
597	17968	12079
598	17998	12049
599	18028	12019
600	18057	11988
601	18084	11955
602	18113	11925
603	18141	11893
604	18170	11863
605	18196	11830
606	18228	11801
607	18256	11770
608	18289	11742
609	18316	11710
610	18344	11679
611	18374	11649
612	18399	11616
613	18429	11585
614	18462	11557
615	18494	11528
616	18521	11496
617	18549	11466
618	18577	11434
619	18606	11403
620	18628	11369
621	18660	11340
622	18690	11310
623	18720	11280
624	18748	11249
625	18774	11216
626	18799	11183
627	18834	11156
628	18860	11124
629	18893	11095
630	18924	11067
631	18949	11033
632	18974	11001
633	19004	10971
634	19032	10939
635	19060	10908
636	19088	10877
637	19115	10846
638	19149	10818
639	19173	10784
640	19204	10755
641	19229	10722
642	19257	10691
643	19291	10664
644	19320	10633
645	19345	10601
646	19368	10567
647	19400	10538
648	19425	10505
649	19450	10473
650	19478	10442
651	19504	10410
652	19530	10378
653	19557	10346
654	19585	10316
655	19612	10284
656	19641	10254
657	19668	10222
658	19700	10193
659	19730	10164
660	19755	10131
661	19785	10102
662	19818	10073
663	19847	10043
664	19874	10012
665	19899	9979
666	19931	9950
667	19959	9919
668	19992	9891
669	20023	9862
670	20053	9832
671	20080	9801
672	20112	9772
673	20138	9740
674	20167	9710
675	20199	9681
676	20226	9650
677	20256	9620
678	20284	9589
679	20318	9561
680	20349	9532
681	20378	9502
682	20406	9471
683	20431	9438
684	20461	9409
685	20487	9377
686	20516	9347
687	20548	9318
688	20573	9286
689	20602	9256
690	20636	9228
691	20662	9196
692	20693	9167
693	20724	9137
694	20754	9108
695	20785	9078
696	20813	9048
697	20843	9018
698	20880	8991
699	20912	8962
700	20942	8932
701	20974	8903
702	21007	8875
703	21037	8845
704	21065	8814
705	21093	8784
706	21121	8753
707	21148	8722
708	21180	8693
709	21210	8663
710	21242	8634
711	21271	8604
712	21306	8576
713	21335	8546
714	21360	8514
715	21386	8482
716	21415	8452
717	21442	8421
718	21475	8393
719	21514	8366
720	21549	8338
721	21574	8306
722	21600	8275
723	21633	8247
724	21658	8215
725	21686	8184
726	21730	8160
727	21756	8128
728	21785	8098
729	21813	8067
730	21838	8036
731	21867	8006
732	21893	7974
733	21920	7943
734	21950	7914
735	21978	7883
736	22007	7853
737	22044	7825
738	22072	7795
739	22102	7765
740	22136	7737
741	22164	7706
742	22195	7677
743	22225	7647
744	22260	7619
745	22294	7590
746	22321	7560
747	22351	7530
748	22381	7500
749	22409	7469
750	22438	7439
751	22465	7408
752	22496	7379
753	22526	7349
754	22558	7320
755	22586	7289
756	22617	7260
757	22645	7229
758	22671	7198
759	22700	7168
760	22729	7138
761	22761	7109
762	22792	7079
763	22823	7050
764	22853	7020
765	22884	6990
766	22912	6960
767	22948	6932
768	22981	6903
769	23010	6873
770	23044	6844
771	23075	6815
772	23102	6784
773	23133	6754
774	23164	6725
775	23197	6696
776	23232	6667
777	23264	6638
778	23293	6608
779	23322	6578
780	23352	6548
781	23381	6518
782	23409	6487
783	23438	6457
784	23473	6429
785	23510	6401
786	23543	6371
787	23574	6342
788	23610	6314
789	23636	6283
790	23666	6253
791	23697	6223
792	23729	6194
793	23760	6164
794	23786	6133
795	23808	6101
796	23834	6070
797	23864	6040
798	23895	6011
799	23924	5981
800	23950	5950
801	23976	5919
802	24002	5888
803	24030	5858
804	24057	5827
805	24085	5797
806	24113	5766
807	24141	5736
808	24169	5706
809	24196	5675
810	24219	5644
811	24243	5613
812	24279	5584
813	24304	5553
814	24329	5522
815	24357	5492
816	24388	5462
817	24411	5431
818	24437	5400
819	24462	5369
820	24491	5339
821	24519	5309
822	24546	5279
823	24577	5249
824	24604	5219
825	24632	5188
826	24656	5157
827	24682	5127
828	24707	5096
829	24736	5066
830	24767	5036
831	24792	5006
832	24821	4976
833	24852	4946
834	24875	4915
835	24903	4885
836	24930	4855
837	24959	4825
838	24984	4794
839	25010	4763
840	25036	4733
841	25067	4703
842	25096	4673
843	25121	4643
844	25146	4612
845	25175	4582
846	25205	4553
847	25233	4522
848	25260	4492
849	25282	4461
850	25311	4431
851	25340	4401
852	25369	4371
853	25394	4341
854	25427	4312
855	25451	4281
856	25481	4251
857	25506	4221
858	25533	4191
859	25562	4161
860	25597	4132
861	25627	4102
862	25656	4072
863	25680	4042
864	25709	4012
865	25735	3982
866	25761	3951
867	25792	3922
868	25817	3891
869	25843	3861
870	25871	3831
871	25898	3801
872	25923	3771
873	25952	3741
874	25979	3711
875	26011	3682
876	26038	3651
877	26065	3621
878	26096	3592
879	26122	3562
880	26149	3532
881	26177	3502
882	26201	3471
883	26226	3441
884	26261	3412
885	26284	3381
886	26315	3352
887	26338	3321
888	26370	3292
889	26401	3263
890	26431	3233
891	26457	3203
892	26487	3173
893	26520	3144
894	26546	3114
895	26579	3085
896	26608	3055
897	26632	3025
898	26662	2995
899	26689	2965
900	26722	2936
901	26746	2905
902	26776	2876
903	26803	2846
904	26829	2816
905	26857	2786
906	26886	2756
907	26912	2726
908	26940	2696
909	26968	2667
910	27000	2637
911	27026	2607
912	27052	2577
913	27084	2548
914	27112	2518
915	27135	2488
916	27158	2458
917	27184	2428
918	27212	2398
919	27236	2368
920	27263	2338
921	27287	2308
922	27319	2279
923	27349	2249
924	27382	2220
925	27416	2190
926	27441	2160
927	27466	2131
928	27499	2101
929	27526	2071
930	27553	2042
931	27584	2012
932	27616	1983
933	27640	1953
934	27665	1923
935	27692	1893
936	27716	1863
937	27747	1834
938	27771	1804
939	27799	1774
940	27825	1744
941	27862	1715
942	27888	1685
943	27914	1655
944	27942	1626
945	27971	1596
946	27998	1566
947	28026	1537
948	28061	1508
949	28098	1478
950	28124	1449
951	28149	1419
952	28178	1389
953	28206	1360
954	28238	1330
955	28270	1301
956	28297	1271
957	28326	1241
958	28351	1212
959	28376	1182
960	28410	1152
961	28438	1123
962	28463	1093
963	28492	1064
964	28524	1034
965	28549	1004
966	28576	975
967	28605	945
968	28631	915
969	28660	886
970	28692	856
971	28718	827
972	28744	797
973	28770	768
974	28796	738
975	28822	708
976	28852	679
977	28881	649
978	28906	620
979	28938	590
980	28963	560
981	29000	531
982	29023	501
983	29049	472
984	29081	442
985	29112	413
986	29151	383
987	29180	354
988	29204	324
989	29234	295
990	29259	265
991	29284	236
992	29313	206
993	29338	177
994	29362	147
995	29388	118
996	29417	88
997	29444	59
998	29470	29
999	29498	0
